Mélység [m↓₊],Azimuth [°↻⁺],Sebesség [m/s]
0.5,176.1512589,1.481979066
0.5,172.9555845,1.047511959
0.5,175.3148331,0.988278288
0.5,177.4505086,1.530244466
0.5,177.5346295,1.291120045
0.5,172.5963292,1.482762882
0.5,177.0075082,1.535584878
0.5,180.6978638,1.183424979
0.5,172.715812,1.191739543
0.5,178.4151416,1.735755224
0.5,177.4356923,0.988043455
0.5,174.9561739,0.886510114
0.5,173.5682921,1.584962718
0.5,180.1903277,1.238569357
0.5,179.2556586,1.528665852
0.5,176.4275035,1.376867184
0.5,176.2777924,1.373786268
0.5,171.6061312,1.358116522
0.5,174.5536339,1.358332189
0.5,172.2405964,1.234315816
0.5,173.188554,1.347191717
0.5,178.4303743,1.564126334
0.5,179.8736341,1.568259553
0.5,173.7485234,0.905999953
0.5,178.3851888,1.215633258
0.5,181.7220244,0.973600741
0.5,178.4117257,1.221721865
0.5,178.7370481,1.090776513
0.5,178.1758957,1.245898927
0.5,176.7535596,1.108235216
0.5,182.1923988,1.442563658
0.5,179.3361552,1.396441755
0.5,174.5893412,1.562263328
0.5,174.5709951,1.37445005
0.5,179.1715586,1.502192125
0.5,174.1277883,1.144261064
0.5,179.8231211,1.591352336
0.5,166.9128867,1.083518727
0.5,173.2363201,1.759831387
0.5,177.1997666,1.287268682
0.5,177.5918404,1.089031006
0.5,178.3866135,1.907983033
0.5,170.6409748,1.255484013
0.5,180.2851341,1.305179349
0.5,176.9020124,1.264281891
0.5,173.969832,1.685710652
0.5,177.4300042,1.208390973
0.5,179.1176222,0.987455641
0.5,176.0096636,1.536154387
0.5,178.2568832,0.983869672
0.5,174.1246969,1.061197081
0.5,177.6897308,1.019180405
0.5,178.3584041,0.912196981
0.5,177.1001384,1.055460517
0.5,178.5399703,1.411703284
0.5,182.2691794,1.296446665
0.5,173.6499247,1.525902301
0.5,176.2990012,1.840093087
0.5,174.9846146,1.719186489
0.5,173.527208,1.26272425
0.5,174.0736941,1.437281196
0.5,174.5751363,1.122235764
0.5,176.7964803,0.851064557
0.5,173.4169276,1.200092952
0.5,178.424595,1.552507791
0.5,175.7318604,1.686527509
0.5,173.0577334,0.478613267
0.5,173.254291,1.79437025
0.5,178.6538293,1.314395385
0.5,177.0751771,1.211255904
0.5,171.2204316,1.12507229
0.5,174.9943863,1.458849182
0.5,181.4304878,1.249464315
0.5,180.1766146,1.38045654
0.5,176.5136264,1.28794091
0.5,176.5264611,1.392913073
0.5,176.0083204,1.38765725
0.5,177.7456394,1.373429
0.5,175.9208561,1.311773034
0.5,169.9499122,1.161954633
0.5,178.2924132,1.472511654
0.5,173.5374027,1.270088642
0.5,178.6285389,1.289845376
0.5,176.8596789,1.101260881
0.5,178.4900729,1.104094462
0.5,178.1674891,0.640232275
0.5,177.5751644,1.682521911
0.5,172.3432766,1.456998942
0.5,178.1833809,1.711455935
0.5,173.0694111,1.709997286
0.5,179.3514207,0.74659094
0.5,176.5058305,1.275560033
0.5,176.8332372,1.056038771
0.5,175.1501982,1.267309562
0.5,173.2280048,1.40087441
0.5,177.4327819,1.314781115
0.5,173.174468,1.008019453
0.5,174.4844892,1.778372531
0.5,176.9247954,1.088114737
0.5,178.5390827,1.445448002
0.5,172.6190402,1.270259278
0.5,175.8514044,1.343263592
0.5,173.4647715,0.987258397
0.5,178.3776348,1.115794858
0.5,176.8381573,1.235498986
0.5,175.6513735,1.315602749
0.5,178.0811577,1.167360036
0.5,172.7077228,1.302565489
0.5,177.3532273,1.557726337
0.5,169.8077209,1.51807612
0.5,173.4228928,0.999937842
0.5,178.812586,1.188523633
0.5,174.1265606,1.338898123
0.5,174.3115395,1.440754714
0.5,179.9264298,1.21385373
0.5,181.1486799,1.273433587
0.5,180.3106814,1.424493117
0.5,176.9755926,1.246777075
0.5,176.1466,1.418395466
0.5,175.6052476,1.231541886
0.5,178.043879,1.143049745
0.5,175.0757178,0.835652484
0.5,172.8324396,1.101239144
0.5,177.7925454,0.781298793
0.5,173.6364013,1.22354125
0.5,177.8169977,1.34621257
0.5,180.3876906,1.05856139
0.5,179.7850929,1.327028372
0.5,179.4839703,1.074750924
0.5,179.4650799,1.330593808
0.5,176.0143876,1.097246596
0.5,174.6947258,1.178891516
0.5,171.9979512,1.563257833
0.5,176.2064913,1.116770275
0.5,177.2563791,1.622122398
0.5,180.773776,1.160416763
0.5,176.8294712,1.470492803
0.5,182.5655842,1.011492921
0.5,172.0989162,1.525316852
0.5,172.0922585,1.283743483
0.5,174.5976684,1.308693347
0.5,172.7726346,0.97999523
0.5,178.6795351,1.33226181
0.5,177.9911718,1.091680816
0.5,180.744426,1.034590997
0.5,178.6369191,1.537778487
0.5,176.6083628,1.252355122
0.5,178.8244734,1.67942012
0.5,172.8404808,0.791512662
0.5,173.8705873,0.952718623
0.5,171.6001986,1.271773056
0.5,179.5716641,1.197358094
0.5,176.362784,1.070899862
0.5,176.0119555,1.324418435
0.5,176.4265225,1.707133737
0.5,176.0367,1.200182143
0.5,179.6002869,1.597003308
0.5,173.3522564,1.233556027
0.5,180.6567192,1.196170415
0.5,176.0220769,1.249908972
0.5,178.5037688,1.033607066
0.5,170.4906196,1.177361954
0.5,176.8273178,0.972909463
0.5,176.0419684,1.273272581
0.5,177.6158166,1.396913362
0.5,179.8784378,1.254445413
0.5,173.9164767,1.440560624
0.5,180.1232916,1.266204693
0.5,175.3168522,1.468215235
0.5,179.9381749,1.209949526
0.5,178.3446788,1.592896253
0.5,176.4099677,1.157052545
0.5,177.4670089,1.138876968
0.5,179.4444823,1.262394311
0.5,176.9382117,0.965912916
0.5,173.360019,1.138899465
0.5,174.2894754,0.753794947
0.5,178.4225595,1.151916582
0.5,177.9935493,1.267531797
0.5,182.3825834,0.996530747
0.75,174.7086489,1.396155999
0.75,175.5987745,1.350216496
0.75,174.798589,1.568999899
0.75,181.3716208,1.466193769
0.75,175.8191866,1.334251609
0.75,174.5583998,1.37054139
0.75,177.3157555,1.590296929
0.75,174.7904052,1.457570917
0.75,176.8931502,1.572990243
0.75,176.2326188,1.530700928
0.75,175.8854931,1.388056655
0.75,176.8532047,1.267522164
0.75,180.4718745,1.426320244
0.75,179.0659136,1.417413454
0.75,173.7938334,1.455290443
0.75,177.7041654,1.385510868
0.75,177.7029635,1.56829438
0.75,177.8865823,1.553430707
0.75,171.4330646,1.439585838
0.75,180.0633162,1.449010312
0.75,172.0020526,1.28756325
0.75,174.9558569,1.490180523
0.75,178.8011336,1.104924919
0.75,175.456653,1.384486729
0.75,176.4819306,1.438917336
0.75,179.5267278,1.520237837
0.75,177.7129017,1.398267686
0.75,175.683026,1.442470505
0.75,178.3654121,1.530937302
0.75,174.9693223,1.142773228
0.75,175.9075629,1.346191333
0.75,173.0680456,1.038132041
0.75,177.3648029,1.187170881
0.75,173.963025,1.213264979
0.75,176.2829733,1.303267288
0.75,178.7812942,1.379654803
0.75,177.5533143,1.341619641
0.75,176.2570661,1.489960344
0.75,174.2151882,1.408457375
0.75,181.5899463,1.547556304
0.75,177.2615529,1.427811516
0.75,178.2419462,1.398234227
0.75,181.5558315,1.226630281
0.75,175.2000681,1.477615732
0.75,180.8875304,1.435994022
0.75,171.2768329,1.598956086
0.75,175.4829003,1.36251556
0.75,178.3748606,1.196451144
0.75,175.9126006,1.399905537
0.75,176.0259628,0.97113641
0.75,178.7049038,1.657882211
0.75,175.0120876,1.244838979
0.75,171.5645105,1.232157183
0.75,173.7167414,1.270627658
0.75,174.5036594,1.224416276
0.75,173.6910479,1.307860507
0.75,172.1730179,1.201031739
0.75,175.6731285,1.079873011
0.75,175.8706557,1.107871929
0.75,174.6764775,1.265035291
0.75,178.7623338,1.399561533
0.75,173.5973665,1.309832476
0.75,175.3362355,1.455008988
0.75,177.3364986,1.234534033
0.75,174.5254018,1.39371533
0.75,177.4836722,1.265593762
0.75,178.1735517,1.624786843
0.75,175.0239117,1.320392139
0.75,172.1841129,1.341284035
0.75,171.8910648,1.478545647
0.75,176.9896058,1.470337514
0.75,175.7407654,1.407178814
0.75,179.3678127,1.561887418
0.75,177.906207,1.430547065
0.75,178.982796,1.319580113
0.75,171.2542004,1.375312154
0.75,173.3076392,1.593513014
0.75,177.5674454,1.613321597
0.75,176.4844747,1.521610371
0.75,178.2596569,1.23476627
0.75,172.5466029,1.368622986
0.75,176.0958085,1.15710295
0.75,179.593445,1.1597778
0.75,174.7600976,1.289638306
0.75,179.6278216,1.327308758
0.75,180.7203891,1.338351662
0.75,176.3789455,1.396412136
0.75,176.1768071,1.392430016
0.75,173.4927271,1.486340967
0.75,177.1686699,1.417405383
0.75,180.1500392,1.170302035
0.75,176.5969173,1.268749823
0.75,177.8426135,1.715656106
0.75,175.5984273,1.370499946
0.75,173.643202,1.213558827
0.75,178.5789379,1.261573849
0.75,179.9133278,1.208363346
0.75,181.6400624,1.386324659
0.75,175.2506247,1.436185514
0.75,175.9762102,1.506758112
0.75,178.9217814,1.434641942
0.75,177.9431779,1.601264217
0.75,178.6232703,1.260361514
0.75,177.504287,1.295965321
0.75,176.4253036,1.352632369
0.75,173.8217701,1.555023412
0.75,174.0586909,1.352996616
0.75,171.7304354,1.44358553
0.75,182.14504,1.336887565
0.75,176.8772208,1.45943379
0.75,173.593307,1.480067892
0.75,176.4328456,1.430281521
0.75,174.6578554,1.277587226
0.75,181.9008736,1.508655595
0.75,176.3523533,1.379688903
0.75,178.14619,1.236337271
0.75,171.2288477,1.494796747
0.75,179.5684089,1.299538496
0.75,175.5078656,1.573350507
0.75,175.7913337,1.305305407
0.75,181.1346855,1.463800035
0.75,174.4830335,1.281604231
0.75,177.9965518,1.464637654
0.75,178.4189327,1.432907216
0.75,178.1554799,1.294287246
0.75,175.4121257,1.261415029
0.75,177.4886133,1.443686577
0.75,176.3056743,1.412137933
0.75,178.2292418,1.305179365
0.75,179.9356968,1.415202454
0.75,180.2541584,1.460240437
0.75,178.3526794,1.502498839
0.75,176.2063794,1.517298344
0.75,178.2873079,1.436414761
0.75,173.6043229,1.441876677
0.75,172.6144465,1.308730826
0.75,173.3651854,1.269407609
0.75,177.2972933,1.389278418
0.75,176.7587278,1.333509632
0.75,178.9149059,1.153126844
0.75,180.299716,1.429394379
0.75,178.7057961,1.656542957
0.75,173.8075282,1.200197363
0.75,173.1557463,1.18780937
0.75,174.6026658,1.212036265
0.75,170.2882478,1.333299347
0.75,180.3311974,1.232855264
0.75,174.8179742,1.423465072
0.75,178.0983139,1.141337137
0.75,177.0145534,1.503002741
0.75,176.2528984,1.377633154
0.75,174.7850525,1.533190347
0.75,173.3099679,1.159467493
0.75,175.4576189,1.338420989
0.75,176.8068551,1.452065491
0.75,175.8942465,1.318629252
0.75,175.0191298,1.57545547
0.75,172.7453217,1.733337356
0.75,176.4850931,1.332249796
0.75,175.3207078,1.439889906
0.75,174.6974349,1.630309708
0.75,179.8749176,1.273292198
0.75,179.8871025,1.268977068
0.75,173.5308707,1.465622677
0.75,177.3198813,1.478471638
0.75,177.9853697,1.291451079
0.75,178.6488172,1.262517175
0.75,178.6527558,1.31386684
0.75,177.7357393,1.548963972
0.75,176.322848,1.303908465
0.75,177.5028073,1.505672558
0.75,179.8752377,1.517283919
0.75,179.6662971,1.218940236
0.75,178.4708599,1.175029482
0.75,179.1247419,1.428981599
0.75,180.4257196,1.621382207
0.75,173.2401728,1.231217392
0.75,176.0937986,1.319443396
0.75,174.5356011,1.266281794
0.75,174.1444175,1.299474196
0.75,174.2590979,1.583699454
0.75,178.1732775,1.340947375
0.75,183.1271781,1.205448215
0.75,175.48254,1.654580617
0.75,177.8703717,1.367688175
0.75,178.6510386,1.354628336
0.75,172.3015616,1.331722022
0.75,172.0396765,1.519955248
0.75,179.1636561,1.593139045
0.75,180.9769968,1.56300454
0.75,178.5423292,1.143233287
0.75,175.0597225,1.409562206
0.75,177.9705642,1.38062095
0.75,176.9705981,1.635034176
0.75,173.3668051,1.316052502
0.75,177.0904278,1.186988737
0.75,175.0343126,1.494550445
0.75,176.8163674,1.38015533
0.75,175.4468626,1.074424603
0.75,179.230827,1.334921478
0.75,170.8694828,1.243272773
0.75,173.0985133,1.353408527
0.75,178.4211848,1.426962996
0.75,178.77589,1.502244392
0.75,175.8603195,1.303641334
0.75,178.8942093,1.385998025
0.75,174.5773256,1.388151014
0.75,176.1821407,1.353826762
0.75,180.3633736,1.401765763
0.75,180.2239459,1.587141926
0.75,175.4634051,1.372786448
0.75,174.476023,1.400644064
0.75,174.1800697,1.435919399
0.75,176.0325056,1.419720838
0.75,176.1908258,1.396166003
0.75,172.1639912,1.104384081
0.75,180.5666761,1.373383338
0.75,178.0236107,1.526769111
0.75,170.5498541,1.608702076
0.75,180.2109871,1.386118676
0.75,173.4057104,1.322559425
0.75,177.3261012,1.303308696
0.75,176.705804,1.060530458
0.75,175.9789268,1.364088158
0.75,176.4708872,1.314718269
0.75,178.5755332,0.999789975
0.75,179.9235566,1.324422047
0.75,178.2777812,1.677762085
0.75,176.6323698,1.440495741
0.75,179.6357402,1.298289399
0.75,175.5964042,1.319751678
0.75,179.1456632,1.370524591
0.75,174.1812313,1.342627982
0.75,179.4796726,1.622886429
0.75,175.5171663,1.374537724
0.75,171.5064522,1.352876175
0.75,175.1760643,1.423715501
0.75,175.3733548,1.386663857
0.75,173.4253295,0.981852049
0.75,177.0989791,1.627553237
0.75,177.5074329,1.259319393
0.75,176.2242048,1.417818794
0.75,175.5692797,1.574852071
0.75,175.0850048,1.49890314
0.75,180.938557,1.681649554
0.75,176.2696789,1.439395562
0.75,178.6776042,1.66477761
0.75,173.5739912,1.39715748
0.75,173.6468871,1.361791613
0.75,177.0655473,1.51853019
0.75,177.5417352,1.262353451
0.75,175.4717699,1.351267608
0.75,177.4837145,1.224683476
0.75,179.6156271,1.336634912
0.75,173.2466025,1.478108896
0.75,174.2564351,1.339264599
0.75,173.4556045,1.32002144
0.75,175.3858426,1.373929103
0.75,171.9515161,1.198573556
0.75,176.8431946,1.470535646
0.75,176.8481548,1.598842539
0.75,175.0986015,1.44388141
0.75,176.2747199,1.425892609
0.75,175.1254586,1.610853064
0.75,170.8768215,1.373579342
0.75,176.2911127,1.659767142
0.75,179.6567891,1.529767264
0.75,178.9063734,1.250268586
0.75,177.151839,1.304565841
0.75,175.2549602,1.127730316
0.75,177.6765264,1.371347462
0.75,178.6414625,1.149639066
0.75,174.5805317,1.420537015
0.75,175.0833559,1.450657962
0.75,173.2359913,1.437490981
0.75,179.2132761,1.36524189
0.75,176.1603078,1.417201371
0.75,176.8941625,1.419914812
0.75,175.0837798,1.419312455
0.75,176.2740093,1.609018512
0.75,176.3461663,1.241824421
0.75,175.312423,1.350901529
0.75,178.2881182,1.328157488
0.75,179.2459104,1.339863964
0.75,177.4136276,1.161400697
0.75,176.2411591,1.373434991
0.75,174.2232649,1.178913421
0.75,171.4062029,1.260314705
0.75,176.627018,1.463331403
0.75,178.126652,0.937600578
0.75,179.0198462,1.243331087
0.75,180.4742215,1.483193694
0.75,175.4121688,1.304447527
0.75,176.5496777,1.309059131
0.75,179.1087468,1.306491872
0.75,172.5725258,1.503451273
0.75,175.9550102,1.291538602
0.75,173.9611698,1.31088318
0.75,172.4599673,1.448228442
0.75,172.5773842,1.501537568
0.75,178.1164392,1.610228867
0.75,178.1516275,1.416000722
0.75,175.2776398,1.449176711
0.75,176.1327735,1.32695415
0.75,177.1647311,1.255757362
0.75,177.0521556,1.370722267
0.75,176.5979945,1.20126925
0.75,174.6290081,1.17761967
0.75,177.9334695,1.557059681
0.75,174.358435,1.443981164
0.75,178.949272,1.290115232
0.75,177.2981168,1.396114238
0.75,177.3903752,1.222339701
0.75,179.5014847,1.21287231
0.75,181.4092672,1.328134666
0.75,178.2248437,1.306674173
0.75,179.1403392,1.414653755
0.75,181.7960022,1.436649537
0.75,178.0604908,1.317005289
0.75,177.7574959,1.307850612
0.75,179.1596682,1.464289023
0.75,174.6797114,1.248102336
0.75,176.8666167,1.370964858
0.75,177.3614119,1.519122269
0.75,175.1041117,1.275126463
0.75,174.7879882,1.142724352
0.75,178.3304083,1.36303165
0.75,181.8728625,1.312454484
0.75,172.6279627,1.575665264
0.75,173.925053,1.607473958
0.75,177.1417706,1.505166585
0.75,176.7363727,1.570697433
0.75,176.4353729,1.545603537
0.75,176.3048967,1.363058767
0.75,176.1669248,1.415611115
0.75,178.8175949,1.465340174
0.75,174.3050963,1.282248162
0.75,174.9994036,1.459733854
0.75,174.2710327,1.431755392
0.75,176.5242493,1.427132923
0.75,175.8917081,1.458779022
0.75,178.2407112,1.587309413
0.75,173.5637489,1.220578041
0.75,176.6043765,1.298883321
0.75,178.9048464,1.384983659
0.75,176.1310139,1.509238594
0.75,179.7057593,1.620151569
0.75,176.4745751,1.241465253
0.75,174.5079166,1.507466102
0.75,177.6625568,1.646863225
0.75,174.5974436,1.326969005
0.75,172.3370052,1.247454256
0.75,176.098017,1.408599181
0.75,177.6268186,1.18306455
0.75,176.7548698,1.528001686
0.75,175.2438528,1.295948495
0.75,175.2465608,1.400050908
0.75,173.419257,1.328237666
0.75,176.097942,1.281209304
0.75,177.4164295,1.437553315
0.75,172.0062048,1.323765337
0.75,174.9464117,1.350726411
0.75,172.1814654,1.335545035
0.75,172.4474005,1.43981499
0.75,179.2156372,1.667360872
0.75,177.6690829,1.089825357
0.75,180.0172108,1.241434655
0.75,175.6268864,1.375128283
0.75,177.2229647,1.471956757
0.75,181.4487272,1.427319191
0.75,176.327563,1.584450981
0.75,178.8838005,1.392180295
0.75,175.1792659,1.312350401
0.75,179.4850382,1.064559236
0.75,173.1392726,1.515941306
0.75,178.5086096,1.227245842
0.75,172.3247722,1.336324086
0.75,176.7151628,1.304959988
0.75,172.989753,1.539882043
0.75,180.0191867,1.289629461
0.75,175.1789296,1.566220311
0.75,178.4087763,1.483940564
0.75,178.6450921,1.555904528
0.75,177.5374769,1.109120298
0.75,170.5059217,1.553628241
0.75,176.6430358,1.325853399
0.75,173.0718066,1.476310245
0.75,179.6458722,1.261990163
0.75,176.476107,1.235449563
0.75,177.910664,1.553656073
0.75,178.2850456,1.223290043
0.75,178.2633132,1.486073788
0.75,177.5023966,1.294265708
0.75,175.5247519,1.52434719
0.75,174.8643291,1.296309227
0.75,176.8880905,1.468769128
0.75,175.991483,1.488393647
0.75,177.0388847,1.359661057
0.75,178.6609577,1.31094877
0.75,178.2395457,1.278834888
0.75,179.5173303,1.322247671
0.75,173.0292848,1.204498014
0.75,180.042366,1.56822668
0.75,177.9497554,1.340920403
0.75,176.8173036,1.38047545
0.75,179.62221,1.452486941
0.75,177.035695,1.179830959
0.75,176.8330151,1.247674954
0.75,172.7372666,1.383758686
0.75,172.8656189,1.563427144
0.75,180.2269954,1.44080531
0.75,176.8869493,1.384659883
0.75,174.2015926,1.564956279
0.75,177.9984488,1.395354139
0.75,179.9117784,1.576427271
0.75,177.8707097,1.415999938
0.75,176.5411065,1.552328719
0.75,177.5543988,1.460084803
0.75,172.8700887,1.324748256
0.75,176.730206,1.694909581
0.75,175.4854842,1.346868346
0.75,181.3978855,1.179203572
0.75,179.3630236,1.416732938
0.75,179.2628972,1.378813226
0.75,174.2293264,1.26201984
0.75,178.6343387,1.440923145
0.75,173.1316676,1.324297533
0.75,175.6999581,1.482858583
0.75,174.71445,1.407170206
0.75,175.6682623,1.62253905
0.75,176.8746203,1.196710077
0.75,173.2355368,1.306971807
0.75,178.8966935,1.347815
0.75,177.4486831,1.37148432
0.75,177.7870891,1.44493693
0.75,176.4516627,1.652075465
0.75,175.4080307,1.507267961
0.75,179.529656,1.409626447
0.75,177.5699954,1.390765553
0.75,174.5973518,1.367290444
0.75,177.864096,1.442379373
0.75,176.5412447,1.469365762
0.75,174.3321422,1.311076159
0.75,176.9011498,1.733552302
0.75,171.6927046,1.664727242
0.75,179.8950576,1.516505525
0.75,175.2030162,1.500119371
0.75,179.7050736,1.486112171
0.75,176.2442589,1.313954594
0.75,177.4594731,1.202313866
0.75,178.2347487,1.402743845
0.75,172.7159596,1.489426908
0.75,178.9215332,1.357565685
0.75,176.0498962,1.275643443
0.75,176.1699115,1.30397347
0.75,176.5306323,1.389188202
0.75,173.4220925,1.469823761
0.75,178.2912877,1.420981002
0.75,174.7843451,1.262748033
0.75,177.2614253,1.365501471
0.75,178.0114139,1.611643257
0.75,181.9888286,1.399051905
0.75,175.4143407,1.841499759
0.75,177.1589533,1.521590498
0.75,175.0881873,1.260517538
0.75,177.5211783,1.587771787
0.75,177.154656,1.423671379
0.75,173.8107778,1.410267105
0.75,177.5535118,1.479468409
0.75,176.5791963,1.243887174
0.75,179.2164462,1.361900391
0.75,176.0097834,1.60678651
0.75,177.8674542,1.623035731
0.75,178.063998,1.559753226
0.75,179.2645361,1.230925184
0.75,175.4622971,1.655767712
0.75,177.4502817,1.445940256
0.75,178.7715207,1.582236504
0.75,176.0014915,1.450419225
0.75,177.803019,1.46231702
0.75,173.5346947,1.350743963
0.75,173.2478734,1.225728784
0.75,177.4101643,1.055723875
0.75,174.0220656,1.270111983
0.75,178.6217162,1.02554502
0.75,179.5692207,1.367362683
0.75,178.8915556,1.594794339
0.75,170.2835395,1.358412723
0.75,173.8895864,1.29318165
0.75,175.0944123,1.074738564
0.75,175.3601354,1.377187428
0.75,179.149371,1.250702708
0.75,173.5634506,1.06959864
0.75,172.0551905,1.215460585
0.75,174.6996361,1.443302233
0.75,175.440921,1.406268398
0.75,177.4535191,1.373972846
0.75,174.5264527,1.341802921
0.75,178.2071457,1.305563708
0.75,175.9036686,1.23826435
1,177.0554893,2.046938452
1,171.7802408,0.571330823
1,176.1935693,0.783063037
1,172.5111269,1.391769446
1,176.1622126,1.602024016
1,173.1087697,0.57294013
1,173.5634712,1.70010881
1,175.6442537,1.506464121
1,180.4341038,1.376654695
1,176.9696548,1.283146056
1,176.2402665,1.357693285
1,179.0565517,1.531808599
1,176.7850552,0.433164963
1,174.6620948,0.962696709
1,175.0206024,1.378801845
1,177.3711614,1.473065261
1,182.4130636,1.268268116
1,177.7548762,0.857082338
1,180.9975421,0.627565052
1,176.9074464,2.018684748
1,175.0423068,1.508097654
1,176.1809257,1.078258839
1,173.8823457,1.242742013
1,172.8857843,1.593574729
1,173.8454032,1.00809079
1,176.9441533,1.183782614
1,174.8349526,1.418720152
1,179.6159141,1.34503102
1,179.5635125,1.575385034
1,180.9141256,1.239344564
1,177.2145115,1.427783053
1,181.4599349,1.434505438
1,179.4052505,1.684031187
1,177.3111752,1.367036957
1,179.0866278,1.413153774
1,177.1557245,1.430807368
1,172.224675,1.601754506
1,179.3041489,1.523983259
1,174.0884963,1.577591341
1,181.1360198,1.39811071
1,181.9551115,1.084677665
1,180.2583769,1.524250279
1,179.3077182,0.972118306
1,178.4146098,0.859008949
1,177.3461073,1.570495854
1,179.341569,1.299190685
1,175.5957672,1.062978834
1,172.682429,0.785647778
1,178.3231215,1.486389318
1,178.6200861,0.278796254
1,176.3436678,1.664924792
1,175.629244,1.662082143
1,177.815009,0.585915807
1,175.2405287,1.197549324
1,178.8243627,1.423948274
1,181.7712561,1.641242789
1,177.4572675,0.60604515
1,178.2939607,1.969787647
1,178.372887,1.351699794
1,178.9887653,1.416154154
1,177.844463,0.861759397
1,173.7484462,1.856467334
1,174.7456856,1.823628332
1,176.5193689,1.600624902
1,174.9554437,1.427942296
1,174.4319379,1.04750018
1,181.2596065,1.157587619
1,173.8284777,0.826464561
1,178.4090324,0.885682823
1,175.3581504,0.90024254
1,175.6242527,1.196977031
1,178.4289454,0.816335896
1,175.1212422,1.371046288
1,173.2710441,1.22800783
1,175.7118711,1.15205642
1,178.8218504,1.750907208
1,175.1388404,1.665831109
1,176.6601393,0.75608012
1,176.1195586,1.07456725
1,173.7492114,1.343024424
1,176.3532514,1.504561898
1,176.1842753,1.593879819
1,177.5399576,1.942330744
1,181.1422523,0.66237786
1,175.526177,0.928368233
1,178.2471095,1.353487997
1,178.3482426,0.712758754
1,176.6681251,1.129987082
1,178.1194093,0.927480647
1,178.1248085,0.862565908
1,178.2638455,0.736935861
1,178.0934263,1.387126085
1,176.8660512,1.051144415
1,174.7166149,1.025578756
1,176.6354,1.483009736
1,180.2832684,1.277760034
1,177.2191083,1.103806039
1,174.6910281,1.21278092
1,172.5992262,0.814446859
1,173.6091623,1.040109153
1,176.4440402,1.58445834
1,178.2705984,1.368938087
1,174.034566,1.314871527
1,176.7414886,1.740367405
1,177.3174435,0.78275749
1,173.2456524,1.336475273
1,178.4349659,0.929402467
1,179.710124,0.794903673
1,174.6479924,0.942994099
1,178.730238,1.401567064
1,177.4802342,0.736221056
1,177.7604904,1.428962127
1,176.5214269,1.28207717
1,175.2042744,0.766810013
1,178.2218271,1.125581024
1,174.5205836,1.028266368
1,172.9377374,1.325309945
1,180.7125821,0.703611993
1,176.0878629,0.990540317
1,174.9780341,1.346069099
1,177.7191348,1.138587207
1,173.7641531,0.921018654
1,177.7482239,1.183749461
1,180.3750263,0.756700716
1,175.714238,0.714046614
1,176.7069662,1.206362264
1,169.7156494,0.926178648
1,176.3326047,0.95578462
1,182.770037,0.533669644
1,181.0634548,0.602858761
1,174.8821456,1.230024729
1,174.7940627,1.159908861
1,173.0294844,1.409055841
1,175.3555063,1.326245457
1,176.949503,1.298108752
1,172.7682984,1.867324161
1,175.6186944,1.803828156
1,181.0498906,1.075155638
1,176.6517067,0.498068768
1,178.0925878,1.201070069
1,175.3348283,1.326719544
1,177.3414305,1.220812951
1,174.5301226,1.399043574
1,177.6448387,0.900593666
1,176.7365843,1.217411765
1,179.0373751,1.874418285
1,171.9630613,0.71245373
1,177.645715,0.45318322
1,181.3976481,1.024416177
1,176.8152861,0.881200828
1,177.3841665,1.097906788
1,175.319957,0.620340664
